person,personLabel,location,birthyear,sitelinks
http://www.wikidata.org/entity/Q65442,Konrad von Wallenrode,Point(10.865 49.816),1330,12
http://www.wikidata.org/entity/Q319705,"Wartislaw III, Duke of Pomerania",Point(13.38333333 54.08333333),1210,10
http://www.wikidata.org/entity/Q320929,"Barnim IV, Duke of Pomerania",Point(13.38333333 54.08333333),1325,11
http://www.wikidata.org/entity/Q320937,"Wartislaw VI, Duke of Pomerania",Point(13.38333333 54.08333333),1345,12
http://www.wikidata.org/entity/Q324463,"Casimir III, Duke of Pomerania",Point(13.38333333 54.08333333),1351,10
http://www.wikidata.org/entity/Q808498,Barnim VI,Point(13.38333333 54.08333333),1365,12
http://www.wikidata.org/entity/Q808499,"Barnim VII, Duke of Pomerania",Point(13.38333333 54.08333333),1390,9
http://www.wikidata.org/entity/Q824532,"Wartislaw VIII, Duke of Pomerania",Point(13.38333333 54.08333333),1373,8
http://www.wikidata.org/entity/Q825148,"Casimir V, Duke of Pomerania",Point(13.38333333 54.08333333),1381,10
http://www.wikidata.org/entity/Q829333,"Swantibor III, Duke of Pomerania",Point(13.38333333 54.08333333),1351,10
http://www.wikidata.org/entity/Q829345,"Bogislaw VII, Duke of Pomerania",Point(13.38333333 54.08333333),1355,9
http://www.wikidata.org/entity/Q2908763,"Bogislaw VI, Duke of Pomerania",Point(13.38333333 54.08333333),1354,11
http://www.wikidata.org/entity/Q320582,Wenceslaus II of Legnica,Point(17.0396 51.1035),1348,9
http://www.wikidata.org/entity/Q684456,Michael Küchmeister von Sternberg,Point(17.0396 51.1035),1370,13
http://www.wikidata.org/entity/Q465426,Elisabeth of Meissen,Point(10.3065 50.9662),1329,12
http://www.wikidata.org/entity/Q472584,Louis of Meissen,Point(10.3065 50.9662),1341,8
http://www.wikidata.org/entity/Q65425,Konrad von Erlichshausen,Point(10.080833333 49.168055555),1390,13
http://www.wikidata.org/entity/Q873777,Leopold III of Bebenburg,Point(10.023333333 49.250833333),1297,6
http://www.wikidata.org/entity/Q544773,"Wartislaw V, Duke of Pomerania",Point(13.383333333 54.083333333),1326,9
http://www.wikidata.org/entity/Q326530,Peter of Zittau,Point(14.807222222 50.896111111),1275,8
http://www.wikidata.org/entity/Q167250,"Albert, King of Sweden",Point(11.471111111 53.837222222),1340,34
http://www.wikidata.org/entity/Q74332,Dietrich of Nieheim,Point(9.109722222 51.799722222),1340,11
http://www.wikidata.org/entity/Q651898,"Albert III, Duke of Saxe-Wittenberg",Point(12.6484 51.8671),1373,17
http://www.wikidata.org/entity/Q651948,"Rudolf III, Duke of Saxe-Wittenberg",Point(12.6484 51.8671),1373,17
http://www.wikidata.org/entity/Q70636,Otto I,Point(9.133333 49.35),1390,12
http://www.wikidata.org/entity/Q923612,"Anne of Bohemia, Duchess of Austria",Point(12.665833333 49.218333333),1323,13
http://www.wikidata.org/entity/Q86550,Conrad of Vechta,Point(8.808888888 53.076944444),1370,6
http://www.wikidata.org/entity/Q91469,"Dietrich V, Count of Cleves",Point(6.14 51.79),1202,13
http://www.wikidata.org/entity/Q85894,Henry of Kalkar,Point(6.2925 51.738888888),1328,6
http://www.wikidata.org/entity/Q469389,"Hermann II, Landgrave of Hesse",Point(9.416666666 51.45),1342,11
http://www.wikidata.org/entity/Q57323,"Otto V or III, Duke of Bavaria",Point(12.833333333 48.166666666),1261,34
http://www.wikidata.org/entity/Q62216,"Henry XVI, Duke of Bavaria",Point(12.833333333 48.166666666),1386,20
http://www.wikidata.org/entity/Q101875,Hans von Burghausen,Point(12.833333333 48.166666666),1350,6
http://www.wikidata.org/entity/Q77543,Konrad Kyeser,Point(11.183888888 48.891944444),1366,12
http://www.wikidata.org/entity/Q695279,Frederick II,Point(10.718333333 50.948888888),1310,19
http://www.wikidata.org/entity/Q6473,Klaus Störtebeker,Point(11.465 53.8925),1360,25
http://www.wikidata.org/entity/Q71450,Gottfried Michaelsen,Point(11.465 53.8925),1360,8
http://www.wikidata.org/entity/Q105923,Hugo von Trimberg,Point(9.726638888 50.02825),1230,6
http://www.wikidata.org/entity/Q105923,Hugo von Trimberg,Point(10.165847222 50.137191666),1230,6
http://www.wikidata.org/entity/Q1698343,Johann Schiltberger,Point(11.748888888 48.402777777),1381,14
http://www.wikidata.org/entity/Q57326,Rupert,Point(11.848333333 49.444444444),1352,36
http://www.wikidata.org/entity/Q62566,"Rupert II, Elector Palatine",Point(11.848333333 49.444444444),1325,20
http://www.wikidata.org/entity/Q1234458,Elisabeth of the Palatinate,Point(11.848333333 49.444444444),1381,8
http://www.wikidata.org/entity/Q701623,Master Francke,Point(6.569166666 51.577777777),1380,15
http://www.wikidata.org/entity/Q683621,Winrich von Kniprode,Point(6.9 51.1),1310,15
http://www.wikidata.org/entity/Q694358,"Frederick I, Margrave of Meissen",Point(10.324444444 50.974722222),1257,20
http://www.wikidata.org/entity/Q61934,Gertrude the Great,Point(11.55 51.516666666),1256,32
http://www.wikidata.org/entity/Q68598,Mechtilde,Point(11.55 51.516666666),1241,20
http://www.wikidata.org/entity/Q11716660,Jacobus de Clusa,Point(13.072777777 51.993333333),1380,6
http://www.wikidata.org/entity/Q11716660,Jacobus de Clusa,Point(13.072777777 51.993333333),1381,6
http://www.wikidata.org/entity/Q78384,Eppelein von Gailingen,Point(10.383333333 49.466666666),1311,7
http://www.wikidata.org/entity/Q121846,"Berthold VII, Count of Henneberg-Schleusingen",Point(10.75055 50.51165),1272,6
http://www.wikidata.org/entity/Q122857,Catherine of Henneberg,Point(10.75055 50.51165),1334,10
http://www.wikidata.org/entity/Q61258,Henry III,Point(13.4775 51.163611111),1215,23
http://www.wikidata.org/entity/Q61508,Albert II,Point(13.4775 51.163611111),1240,21
http://www.wikidata.org/entity/Q62702,Heinrich Frauenlob,Point(13.4775 51.163611111),1255,15
http://www.wikidata.org/entity/Q316934,Anselm of Meissen,Point(13.4775 51.163611111),1210,6
http://www.wikidata.org/entity/Q75141,Elizabeth of Reute,Point(9.751944444 47.921111111),1386,6
http://www.wikidata.org/entity/Q1910439,Matthias of Neuenburg,Point(7.561944444 47.814722222),1295,6
http://www.wikidata.org/entity/Q1910439,Matthias of Neuenburg,Point(7.561944444 47.814722222),1327,6
http://www.wikidata.org/entity/Q75479,Engelbert I of Nassau-Breda,Point(8.283333333 50.733333333),1370,10
http://www.wikidata.org/entity/Q72219,"Eric II, Duke of Saxe-Lauenburg",Point(10.756666666 53.701666666),1320,12
http://www.wikidata.org/entity/Q72255,"Eric IV, Duke of Saxe-Lauenburg",Point(10.756666666 53.701666666),1354,14
http://www.wikidata.org/entity/Q71173,"Elisabeth of Bavaria, Electress of Brandenburg",Point(12.152121628 48.531675138),1383,14
http://www.wikidata.org/entity/Q261237,"Elisabeth of Bavaria, Queen of Germany",Point(12.152121628 48.531675138),1227,24
http://www.wikidata.org/entity/Q480262,"Bernard II, Duke of Saxe-Lauenburg",Point(10.756666666 53.701666666),1385,13
http://www.wikidata.org/entity/Q66836,Johannes Nider,Point(10.039444444 47.691944444),1380,9
http://www.wikidata.org/entity/Q508965,Konrad von Jungingen,Point(9.0425 48.328888888),1355,22
http://www.wikidata.org/entity/Q66631,Konrad of Megenberg,Point(11.0 49.183333333),1309,11
http://www.wikidata.org/entity/Q1279108,Eberhard II von der Mark,Point(6.809166666 50.416388888),1364,7
http://www.wikidata.org/entity/Q514046,"Vitslav II, Prince of Rügen",Point(13.433333333 54.416666666),1240,11
http://www.wikidata.org/entity/Q658147,"Jaromar II, Prince of Rügen",Point(13.433333333 54.416666666),1218,11
http://www.wikidata.org/entity/Q65946,John,Point(12.390833333 49.346666666),1383,17
http://www.wikidata.org/entity/Q546969,Foelke Kampana,Point(7.2 53.416666666),1355,8
http://www.wikidata.org/entity/Q76548,Meister Eckhart,Point(10.659166666 51.016944444),1260,70
http://www.wikidata.org/entity/Q10787608,Elisabeth of Virneburg,Point(7.078888888 50.342222222),1303,6
http://www.wikidata.org/entity/Q697412,Otto IV or  II Wittelsbach,Point(11.866666666 48.916666666),1206,25
http://www.wikidata.org/entity/Q473493,Conrad of Gelnhausen,Point(9.19055 50.202680555),1325,6
http://www.wikidata.org/entity/Q75969,Stephan Bodecker,Point(12.333333333 52.6),1384,6
http://www.wikidata.org/entity/Q99694,Conrad III of Dhaun,Point(7.505277777 49.800833333),1380,7
http://www.wikidata.org/entity/Q454769,Gertrude of Hohenberg,Point(8.783055555 48.176944444),1225,18
http://www.wikidata.org/entity/Q68575,"Hermann II, Landgrave of Thuringia",Point(10.244722222 51.051388888),1222,15
http://www.wikidata.org/entity/Q870782,"Valdemar IV, Duke of Schleswig",Point(9.569722222 54.515277777),1260,10
http://www.wikidata.org/entity/Q479437,Philip I of Nassau-Weilburg,Point(8.25 50.483333333),1368,11
http://www.wikidata.org/entity/Q278914,Siegfried von Feuchtwangen,Point(10.316666666 49.166666666),1300,14
http://www.wikidata.org/entity/Q61044,Albertus de Saxonia,Point(10.93637 52.40797),1316,24
http://www.wikidata.org/entity/Q63749,"Rupert I, Elector Palatine",Point(11.427777777 47.913333333),1309,18
http://www.wikidata.org/entity/Q66594,"Rudolf II, Count Palatine of the Rhine",Point(11.427777777 47.913333333),1306,14
http://www.wikidata.org/entity/Q66882,"Adolf, Count Palatine of the Rhine",Point(11.427777777 47.913333333),1300,16
http://www.wikidata.org/entity/Q73844,Werner of Oberwesel,Point(7.448611111 49.9175),1271,8
http://www.wikidata.org/entity/Q77373,Johannes Liechtenauer,Point(10.686666666 49.2775),1300,11
http://www.wikidata.org/entity/Q269687,Mechthild of Magdeburg,Point(11.96666667 51.46666667),1207,23
http://www.wikidata.org/entity/Q324695,Süßkind von Trimberg,Point(9.966666666 50.15),1230,7
http://www.wikidata.org/entity/Q819564,Conrad Zöllner von Rothenstein,Point(10.663611111 50.1975),1325,11
http://www.wikidata.org/entity/Q78053,Johann von Wallenrode,Point(11.672380555 50.045638888),1370,8
http://www.wikidata.org/entity/Q95198,Master Gerhard,Point(7.115555555 50.021944444),1210,14
http://www.wikidata.org/entity/Q164083,Till Eulenspiegel,Point(10.76197 52.17477),1300,44
http://www.wikidata.org/entity/Q77415,Paul von Rusdorf,Point(7.01083 50.7567),1385,13
http://www.wikidata.org/entity/Q221559,Heinrich von Plauen,Point(12.178333333 50.413611111),1370,16
http://www.wikidata.org/entity/Q104689,Otto III of Hachberg,Point(7.668 47.6382),1388,6
http://www.wikidata.org/entity/Q77972,Bruno von Schauenburg,Point(9.20094 52.2012),1205,11
http://www.wikidata.org/entity/Q298265,Christina von Stommeln,Point(6.759722222 51.019722222),1242,13
http://www.wikidata.org/entity/Q64615,Günther von Schwarzburg,Point(11.262944 50.690418),1304,15
http://www.wikidata.org/entity/Q76956,Rudolph I of Germany,Point(7.60447 48.1469),1218,56
http://www.wikidata.org/entity/Q104252,Kuno II von Falkenstein,Point(7.87376 49.6092),1320,8
http://www.wikidata.org/entity/Q2563015,Werner von Falkenstein,Point(7.87376 49.6092),1355,6
http://www.wikidata.org/entity/Q158246,Conradin,Point(12.2633 48.5833),1252,37
http://www.wikidata.org/entity/Q813294,Beatrix of Julich-Berg,Point(7.15278 51.1376),1360,6
http://www.wikidata.org/entity/Q813294,Beatrix of Julich-Berg,Point(7.15278 51.1376),1365,6
http://www.wikidata.org/entity/Q324109,Peter von Schaumberg,Point(11.206449204 50.248272925),1388,9
http://www.wikidata.org/entity/Q682430,Frederick of Blankenheim,Point(6.68501 50.23926),1355,6
http://www.wikidata.org/entity/Q682430,Frederick of Blankenheim,Point(6.685278 50.239167),1355,6
http://www.wikidata.org/entity/Q63186,Kunigunde of Hohenstaufen,Point(9.963274 48.37844),1202,22
http://www.wikidata.org/entity/Q85897,Ulrich Ensingen,Point(9.963274 48.37844),1350,10
