person,personLabel,location,birthyear,sitelinks
http://www.wikidata.org/entity/Q78017,Agnes Dürer,Point(11.0775 49.453888888),1475,14
http://www.wikidata.org/entity/Q499934,Barthel Beham,Point(11.0775 49.453888888),1502,18
http://www.wikidata.org/entity/Q507825,Hans Sebald Beham,Point(11.0775 49.453888888),1500,21
http://www.wikidata.org/entity/Q563366,Virgil Solis,Point(11.0775 49.453888888),1514,16
http://www.wikidata.org/entity/Q644278,Peter Vischer the Elder,Point(11.0775 49.453888888),1455,11
http://www.wikidata.org/entity/Q670717,Conrad Paumann,Point(11.0775 49.453888888),1415,14
http://www.wikidata.org/entity/Q675272,Hans Leonhard Schäufelein,Point(11.0775 49.453888888),1480,15
http://www.wikidata.org/entity/Q698624,Georg Pencz,Point(11.0775 49.453888888),1500,16
http://www.wikidata.org/entity/Q707101,Augustin Hirschvogel,Point(11.0775 49.453888888),1503,16
http://www.wikidata.org/entity/Q87504,Henricus Martellus Germanus,Point(11.0775 49.453888888),1401,15
http://www.wikidata.org/entity/Q92268,Ernst Soner,Point(11.0775 49.453888888),1572,7
http://www.wikidata.org/entity/Q101829,Johann Heß,Point(11.0775 49.453888888),1490,7
http://www.wikidata.org/entity/Q96451,Anton Eisenhoit,Point(9.14 51.488055555),1553,7
http://www.wikidata.org/entity/Q96451,Anton Eisenhoit,Point(9.14 51.488055555),1554,7
http://www.wikidata.org/entity/Q315437,Antonius Corvinus,Point(9.14 51.488055555),1501,7
http://www.wikidata.org/entity/Q315437,Antonius Corvinus,Point(9.14 51.488055555),1501,7
http://www.wikidata.org/entity/Q873509,Johann Staden,Point(11.0775 49.453888888),1581,11
http://www.wikidata.org/entity/Q66361,Melchior Schildt,Point(9.738611111 52.374444444),1592,9
http://www.wikidata.org/entity/Q2322001,Henri d'Angoulême,Point(6.083788 50.776207),1551,8
http://www.wikidata.org/entity/Q14632953,Johannes Smetius,Point(6.083788 50.776207),1590,6
http://www.wikidata.org/entity/Q1583506,Hans von Reutlingen,Point(6.083788 50.776207),1465,7
http://www.wikidata.org/entity/Q21567927,Barbara Dürer,Point(11.0775 49.453888888),1452,6
http://www.wikidata.org/entity/Q18508148,Erhard Schön,Point(11.0775 49.453888888),1491,9
http://www.wikidata.org/entity/Q99420,Heinrich Bünting,Point(9.738611111 52.374444444),1545,10
http://www.wikidata.org/entity/Q16058601,Wolf Traut,Point(11.0775 49.453888888),1478,6
http://www.wikidata.org/entity/Q61067,Johann Reuchlin,Point(8.705 48.895),1455,42
http://www.wikidata.org/entity/Q70183,"Ernest, Margrave of Baden-Durlach",Point(8.705 48.895),1482,16
http://www.wikidata.org/entity/Q86386,George of Baden,Point(8.705 48.895),1436,10
http://www.wikidata.org/entity/Q86389,"Charles I, Margrave of Baden-Baden",Point(8.705 48.895),1425,16
http://www.wikidata.org/entity/Q87535,Nikolaus Gerbel,Point(8.705 48.895),1485,8
http://www.wikidata.org/entity/Q95637,"James III, Margrave of Baden-Hachberg",Point(8.705 48.895),1562,15
http://www.wikidata.org/entity/Q513315,"Charles II, Margrave of Baden-Durlach",Point(8.705 48.895),1529,16
http://www.wikidata.org/entity/Q86358,Martin Cellarius,Point(9.18 48.7775),1499,8
http://www.wikidata.org/entity/Q77860,Georg Rudolf Weckherlin,Point(9.18 48.7775),1584,12
http://www.wikidata.org/entity/Q552999,"Henry, Count of Württemberg",Point(9.18 48.7775),1448,12
http://www.wikidata.org/entity/Q678605,"Louis III, Duke of Württemberg",Point(9.18 48.7775),1554,18
http://www.wikidata.org/entity/Q325830,Anna of Württemberg,Point(9.18 48.7775),1561,12
http://www.wikidata.org/entity/Q872019,Paul Peuerl,Point(9.18 48.7775),1570,6
http://www.wikidata.org/entity/Q896449,Hieronymus Megiser,Point(9.18 48.7775),1553,8
http://www.wikidata.org/entity/Q111682,Martin Eisengrein,Point(9.18 48.7775),1535,6
http://www.wikidata.org/entity/Q77376,Sebastian Gryphius,Point(9.216666666 48.483333333),1493,10
http://www.wikidata.org/entity/Q57126,Anne of Cleves,Point(6.772380555 51.231144444),1515,61
http://www.wikidata.org/entity/Q57126,Anne of Cleves,Point(6.772380555 51.231144444),1515,61
http://www.wikidata.org/entity/Q62483,"William, Duke of Jülich-Cleves-Berg",Point(6.772380555 51.231144444),1516,19
http://www.wikidata.org/entity/Q69980,Sibylle of Cleves,Point(6.772380555 51.231144444),1512,21
http://www.wikidata.org/entity/Q77283,Friedrich Spee,Point(6.772380555 51.231144444),1591,25
http://www.wikidata.org/entity/Q3963981,Sophie of Württemberg,Point(9.18 48.7775),1563,13
http://www.wikidata.org/entity/Q324453,"Adolph of Cleves, Lord of Ravenstein",Point(6.772380555 51.231144444),1425,10
http://www.wikidata.org/entity/Q452948,Amalia of Cleves,Point(6.772380555 51.231144444),1517,11
http://www.wikidata.org/entity/Q71457,Kaspar Olevianus,Point(6.641388888 49.756666666),1536,15
http://www.wikidata.org/entity/Q119556,Johann Ludwig von Hagen,Point(6.641388888 49.756666666),1492,6
http://www.wikidata.org/entity/Q71457,Kaspar Olevianus,Point(6.63935 49.75565),1536,15
http://www.wikidata.org/entity/Q119556,Johann Ludwig von Hagen,Point(6.63935 49.75565),1492,6
http://www.wikidata.org/entity/Q71448,Franz von Waldeck,Point(8.533333333 52.016666666),1488,10
http://www.wikidata.org/entity/Q95563,Johann Schweikhard von Kronberg,Point(8.266666666 50.0),1553,7
http://www.wikidata.org/entity/Q106851,Hans Memling,Point(8.266666666 50.0),1435,47
http://www.wikidata.org/entity/Q63206,Otto Brunfels,Point(8.266666666 50.0),1488,26
http://www.wikidata.org/entity/Q105199,Johann Matthäus Meyfart,Point(11.586388888 50.927222222),1590,10
http://www.wikidata.org/entity/Q66029,Jacob Praetorius,Point(10.0 53.55),1586,11
http://www.wikidata.org/entity/Q67506,Joachim Westphal,Point(10.0 53.55),1510,8
http://www.wikidata.org/entity/Q70026,Albert Krantz,Point(10.0 53.55),1448,10
http://www.wikidata.org/entity/Q70801,Jürgen Wullenwever,Point(10.0 53.55),1488,10
http://www.wikidata.org/entity/Q85654,Werner Rolfinck,Point(10.0 53.55),1599,9
http://www.wikidata.org/entity/Q91289,Johann Oldendorp,Point(10.0 53.55),1488,7
http://www.wikidata.org/entity/Q91378,Ditmar Koel,Point(10.0 53.55),1500,6
http://www.wikidata.org/entity/Q77600,Didrik Pining,Point(9.95 52.15),1422,8
http://www.wikidata.org/entity/Q310771,Ludolph van Ceulen,Point(9.95 52.15),1540,42
http://www.wikidata.org/entity/Q310771,Ludolph van Ceulen,Point(9.95 52.15),1540,42
http://www.wikidata.org/entity/Q5599,Peter Paul Rubens,Point(8.016666666 50.875555555),1577,149
http://www.wikidata.org/entity/Q69450,Henry III of Nassau-Breda,Point(8.016666666 50.875555555),1483,12
http://www.wikidata.org/entity/Q175659,Ludwig Münstermann,Point(10.0 53.55),1570,6
http://www.wikidata.org/entity/Q322331,Lucas Holstenius,Point(10.0 53.55),1596,11
http://www.wikidata.org/entity/Q472385,Hinrik Funhof,Point(10.0 53.55),1500,8
http://www.wikidata.org/entity/Q65276,Bernhard Knipperdolling,Point(7.625555555 51.9625),1495,8
http://www.wikidata.org/entity/Q819800,Philip II of Nassau-Saarbrücken,Point(7.0 49.233333333),1509,7
http://www.wikidata.org/entity/Q819822,John Louis of Nassau-Saarbrücken,Point(7.0 49.233333333),1472,10
http://www.wikidata.org/entity/Q819941,John III of Nassau-Saarbrücken,Point(7.0 49.233333333),1511,7
http://www.wikidata.org/entity/Q565543,Hieronymus Praetorius,Point(10.0 53.55),1560,10
http://www.wikidata.org/entity/Q89417,"William Augustus, Duke of Brunswick-Harburg",Point(9.982672222 53.459258333),1564,14
http://www.wikidata.org/entity/Q89417,"William Augustus, Duke of Brunswick-Harburg",Point(9.982672222 53.459258333),1564,14
http://www.wikidata.org/entity/Q96003,Otto III,Point(9.982672222 53.459258333),1572,12
http://www.wikidata.org/entity/Q97060,"Christopher, Duke of Brunswick-Harburg",Point(9.982672222 53.459258333),1570,8
http://www.wikidata.org/entity/Q657445,Johann Schop,Point(10.0 53.55),1590,14
http://www.wikidata.org/entity/Q84654,"Louis Henry, Prince of Nassau-Dillenburg",Point(7.0 49.233333333),1594,11
http://www.wikidata.org/entity/Q1534681,Henry Nicholis,Point(7.625555555 51.9625),1502,6
http://www.wikidata.org/entity/Q2855424,Adolph of Nassau-Saarbrücken,Point(7.0 49.233333333),1526,6
http://www.wikidata.org/entity/Q459274,Ludger Tom Ring the Younger,Point(7.625555555 51.9625),1522,8
http://www.wikidata.org/entity/Q706796,Alexander Hegius von Heek,Point(7.625555555 51.9625),1430,12
http://www.wikidata.org/entity/Q1694062,Johann Glandorp,Point(7.625555555 51.9625),1501,6
http://www.wikidata.org/entity/Q97035,"Henry II, Count of Reuss-Gera",Point(12.08242 50.87818),1572,10
http://www.wikidata.org/entity/Q91763,Philipp of Bavaria,Point(11.575 48.1375),1576,11
http://www.wikidata.org/entity/Q57206,"Maximilian I, Elector of Bavaria",Point(11.575 48.1375),1573,45
http://www.wikidata.org/entity/Q57995,Maria Anna of Bavaria,Point(11.575 48.1375),1551,35
http://www.wikidata.org/entity/Q58835,Maria Anna of Bavaria,Point(11.575 48.1375),1574,32
http://www.wikidata.org/entity/Q59892,Nicholas Kratzer,Point(11.575 48.1375),1487,9
http://www.wikidata.org/entity/Q60907,"Albert V, Duke of Bavaria",Point(11.575 48.1375),1528,29
http://www.wikidata.org/entity/Q60936,"Wilhelm IV, Duke of Bavaria",Point(11.575 48.1375),1493,28
http://www.wikidata.org/entity/Q60942,"Albert IV, Duke of Bavaria",Point(11.575 48.1375),1447,24
http://www.wikidata.org/entity/Q60942,"Albert IV, Duke of Bavaria",Point(11.575 48.1375),1447,24
http://www.wikidata.org/entity/Q61796,"Albert III, Duke of Bavaria",Point(11.575 48.1375),1401,25
http://www.wikidata.org/entity/Q62051,Ernest of Bavaria,Point(11.575 48.1375),1554,19
http://www.wikidata.org/entity/Q62650,"John IV, Duke of Bavaria",Point(11.575 48.1375),1437,17
http://www.wikidata.org/entity/Q71788,Susanna of Bavaria,Point(11.575 48.1375),1502,15
http://www.wikidata.org/entity/Q104785,Countess Palatine Dorothea of Simmern,Point(7.768888888 49.444722222),1581,12
http://www.wikidata.org/entity/Q97171,Sibylle of Bavaria,Point(11.575 48.1375),1489,10
http://www.wikidata.org/entity/Q84750,Franz Wilhelm von Wartenberg,Point(11.575 48.1375),1593,10
http://www.wikidata.org/entity/Q63249,Ferdinand of Bavaria,Point(11.575 48.1375),1577,14
http://www.wikidata.org/entity/Q64102,Magdalena De Baviera,Point(11.575 48.1375),1587,20
http://www.wikidata.org/entity/Q64312,"Sigismund, Duke of Bavaria",Point(11.575 48.1375),1439,18
http://www.wikidata.org/entity/Q68285,"Elisabeth of Bavaria, Electress of Saxony",Point(11.575 48.1375),1443,17
http://www.wikidata.org/entity/Q68592,"Adolf, Duke of Bavaria",Point(11.575 48.1375),1434,13
http://www.wikidata.org/entity/Q69427,Sabina of Bavaria,Point(11.575 48.1375),1492,16
http://www.wikidata.org/entity/Q70778,"Albert VI, Duke of Bavaria",Point(11.575 48.1375),1584,14
http://www.wikidata.org/entity/Q70789,"Margaret of Bavaria, Marchioness of Mantua",Point(11.575 48.1375),1442,15
http://www.wikidata.org/entity/Q100474,Sidonie of Bavaria,Point(11.575 48.1375),1488,7
http://www.wikidata.org/entity/Q122926,Princess Maximiliane Maria of Bavaria,Point(11.575 48.1375),1552,12
http://www.wikidata.org/entity/Q104805,Raymund Fugger,Point(10.897777777 48.368888888),1489,6
http://www.wikidata.org/entity/Q108664,Marquard Freher,Point(10.897777777 48.368888888),1565,6
http://www.wikidata.org/entity/Q108787,Georg Fugger,Point(10.897777777 48.368888888),1453,7
http://www.wikidata.org/entity/Q109272,Hans Fugger,Point(10.897777777 48.368888888),1531,6
http://www.wikidata.org/entity/Q115254,Markus Fugger,Point(10.897777777 48.368888888),1529,7
http://www.wikidata.org/entity/Q123732,Ambrosius Holbein,Point(10.897777777 48.368888888),1494,21
http://www.wikidata.org/entity/Q313163,Hans Burgkmair the Elder,Point(10.897777777 48.368888888),1473,28
http://www.wikidata.org/entity/Q325339,Leonhard Beck,Point(10.897777777 48.368888888),1475,10
http://www.wikidata.org/entity/Q325339,Leonhard Beck,Point(10.897777777 48.368888888),1480,10
http://www.wikidata.org/entity/Q477343,"Christopher, Duke of Mecklenburg",Point(10.897777777 48.368888888),1537,12
http://www.wikidata.org/entity/Q48319,Hans Holbein the Younger,Point(10.897777777 48.368888888),1497,67
http://www.wikidata.org/entity/Q49987,Hans Holbein the Elder,Point(10.897777777 48.368888888),1465,36
http://www.wikidata.org/entity/Q60958,Konrad Peutinger,Point(10.897777777 48.368888888),1465,22
http://www.wikidata.org/entity/Q64190,Philippine Welser,Point(10.897777777 48.368888888),1527,17
http://www.wikidata.org/entity/Q65103,Jakob Fugger,Point(10.897777777 48.368888888),1459,35
http://www.wikidata.org/entity/Q66514,Leonhard Rauwolf,Point(10.897777777 48.368888888),1535,14
http://www.wikidata.org/entity/Q66894,Elias Holl,Point(10.897777777 48.368888888),1573,13
http://www.wikidata.org/entity/Q67095,Jeremias Drexel,Point(10.897777777 48.368888888),1581,11
http://www.wikidata.org/entity/Q67101,Wilhelm Xylander,Point(10.897777777 48.368888888),1533,16
http://www.wikidata.org/entity/Q67126,Caspar Aquila,Point(10.897777777 48.368888888),1488,10
http://www.wikidata.org/entity/Q72880,Julius Schiller,Point(10.897777777 48.368888888),1580,16
http://www.wikidata.org/entity/Q76443,Agnes Bernauer,Point(10.897777777 48.368888888),1410,19
http://www.wikidata.org/entity/Q77358,Paulus Hector Mair,Point(10.897777777 48.368888888),1517,13
http://www.wikidata.org/entity/Q85397,Erhard Ratdolt,Point(10.897777777 48.368888888),1447,9
http://www.wikidata.org/entity/Q89685,"Otto Heinrich Fugger, Count of Kirchberg",Point(10.897777777 48.368888888),1592,8
http://www.wikidata.org/entity/Q91368,Johann Forster,Point(10.897777777 48.368888888),1496,8
http://www.wikidata.org/entity/Q91389,Markus Welser,Point(10.897777777 48.368888888),1558,9
http://www.wikidata.org/entity/Q92338,Ulrich Fugger the Elder,Point(10.897777777 48.368888888),1441,7
http://www.wikidata.org/entity/Q98331,David Hoeschel,Point(10.897777777 48.368888888),1556,6
http://www.wikidata.org/entity/Q534002,Matthäus Lang von Wellenburg,Point(10.897777777 48.368888888),1468,13
http://www.wikidata.org/entity/Q5767704,Christoph Schissler,Point(10.897777777 48.368888888),1531,6
http://www.wikidata.org/entity/Q5908386,Lukas Kilian,Point(10.897777777 48.368888888),1579,8
http://www.wikidata.org/entity/Q72457,Janus Cornarius,Point(12.496111111 50.718888888),1500,10
http://www.wikidata.org/entity/Q75930,Nicholas Storch,Point(12.496111111 50.718888888),1500,11
http://www.wikidata.org/entity/Q86973,Gregor Haloander,Point(12.496111111 50.718888888),1501,8
http://www.wikidata.org/entity/Q322029,Christoph Schwarz,Point(11.575 48.1375),1545,7
http://www.wikidata.org/entity/Q322029,Christoph Schwarz,Point(11.575 48.1375),1548,7
http://www.wikidata.org/entity/Q567337,Jörg Breu the Elder,Point(10.897777777 48.368888888),1475,16
http://www.wikidata.org/entity/Q691938,Hans Lützelburger,Point(10.897777777 48.368888888),1495,7
http://www.wikidata.org/entity/Q998339,Wolfgang Kilian,Point(10.897777777 48.368888888),1581,8
http://www.wikidata.org/entity/Q1095265,Clara Tott,Point(10.897777777 48.368888888),1440,6
http://www.wikidata.org/entity/Q1658269,Johann Jakob Fugger,Point(10.897777777 48.368888888),1517,6
http://www.wikidata.org/entity/Q1910550,Matthäus Schwarz,Point(10.897777777 48.368888888),1497,6
http://www.wikidata.org/entity/Q265723,Anna of Brunswick-Grubenhagen-Einbeck,Point(11.575 48.1375),1414,8
http://www.wikidata.org/entity/Q830353,Johann Matthias Kager,Point(11.575 48.1375),1575,7
http://www.wikidata.org/entity/Q541271,Ernest of Bavaria,Point(11.575 48.1375),1500,12
http://www.wikidata.org/entity/Q553186,Hans Muelich,Point(11.575 48.1375),1516,11
